Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count
"Terrell, Texas, US",United States,Texas,Terrell,US,USA,48443,30.22429013,-102.0766732,776
"Worth, Georgia, US",United States,Georgia,Worth,US,USA,13321,31.55162306,-83.85090513,20247
"Madison, Virginia, US",United States,Virginia,Madison,US,USA,51113,38.41531222,-78.28220331,13261
"Jay, Indiana, US",United States,Indiana,Jay,US,USA,18075,40.43781032,-85.00576229,20436
"Keweenaw, Michigan, US",United States,Michigan,Keweenaw,US,USA,26083,47.63197653,-88.41434263,2116
"Ringgold, Iowa, US",United States,Iowa,Ringgold,US,USA,19159,40.73518949,-94.24368535,4894
"Montgomery, Ohio, US",United States,Ohio,Montgomery,US,USA,39113,39.75394919,-84.29050975,531687
"Golden Valley, North Dakota, US",United States,North Dakota,Golden Valley,US,USA,38033,46.94022281,-103.8465421,1761
"Caroline, Virginia, US",United States,Virginia,Caroline,US,USA,51033,38.02679129,-77.34901405,30725
"Lowndes, Georgia, US",United States,Georgia,Lowndes,US,USA,13185,30.83568832,-83.27056716,117406
"Putnam, Ohio, US",United States,Ohio,Putnam,US,USA,39137,41.02094889,-84.1336111,33861
"Merrick, Nebraska, US",United States,Nebraska,Merrick,US,USA,31121,41.16624273,-98.0374887,7755
"Gordon, Georgia, US",United States,Georgia,Gordon,US,USA,13129,34.50487351,-84.87296253,57963
"Nance, Nebraska, US",United States,Nebraska,Nance,US,USA,31125,41.39750195,-97.99327291,3519
"Cedar, Nebraska, US",United States,Nebraska,Cedar,US,USA,31027,42.5988851,-97.25311951,8402
"Bladen, North Carolina, US",United States,North Carolina,Bladen,US,USA,37017,34.61296243,-78.56180059,32722
"Southeast Fairbanks, Alaska, US",United States,Alaska,Southeast Fairbanks,US,USA,2240,63.87692095,-143.2127643,6893
"Clay, Kansas, US",United States,Kansas,Clay,US,USA,20027,39.34948772,-97.16518128,8002
"Shawnee, Kansas, US",United States,Kansas,Shawnee,US,USA,20177,39.04100763,-95.7557264,176875
"Ellsworth, Kansas, US",United States,Kansas,Ellsworth,US,USA,20053,38.69677695,-98.20462799,6102
"Weakley, Tennessee, US",United States,Tennessee,Weakley,US,USA,47183,36.29896232,-88.71990865,33328
"Glynn, Georgia, US",United States,Georgia,Glynn,US,USA,13127,31.23279254,-81.53811412,85292
"Carter, Oklahoma, US",United States,Oklahoma,Carter,US,USA,40019,34.25103751,-97.28552485,48111
"Washington, Tennessee, US",United States,Tennessee,Washington,US,USA,47179,36.29472368,-82.4945472,129375
"Yavapai, Arizona, US",United States,Arizona,Yavapai,US,USA,4025,34.59933926,-112.5538588,235099
"Prairie, Arkansas, US",United States,Arkansas,Prairie,US,USA,5117,34.83624419,-91.55162157,8062
"Rock, Nebraska, US",United States,Nebraska,Rock,US,USA,31149,42.42252217,-99.44832069,1357
"Crockett, Texas, US",United States,Texas,Crockett,US,USA,48105,30.72367027,-101.4134238,3464
"Sullivan, Pennsylvania, US",United States,Pennsylvania,Sullivan,US,USA,42113,41.44634738,-76.51246591,6066
"Carroll, Missouri, US",United States,Missouri,Carroll,US,USA,29033,39.42762566,-93.50626255,8679
"Apache, Arizona, US",United States,Arizona,Apache,US,USA,4001,35.39465006,-109.4892383,71887
"Columbus, North Carolina, US",United States,North Carolina,Columbus,US,USA,37047,34.26744084,-78.65801424,55508
"Trinity, Texas, US",United States,Texas,Trinity,US,USA,48455,31.0879489,-95.1367187,14651
"Dodge, Minnesota, US",United States,Minnesota,Dodge,US,USA,27039,44.02238415,-92.86244324,20934
"Chesterfield, South Carolina, US",United States,South Carolina,Chesterfield,US,USA,45025,34.64137396,-80.1564014,45650
"Lamar, Mississippi, US",United States,Mississippi,Lamar,US,USA,28073,31.20572971,-89.5077704,63343
"Marengo, Alabama, US",United States,Alabama,Marengo,US,USA,1091,32.24767634,-87.78796182,18863
"Montcalm, Michigan, US",United States,Michigan,Montcalm,US,USA,26117,43.31082541,-85.15252824,63888
"Delta, Colorado, US",United States,Colorado,Delta,US,USA,8029,38.86246243,-107.8631342,31162
"Somerset, New Jersey, US",United States,New Jersey,Somerset,US,USA,34035,40.56465737,-74.61683016,328934
"Allegany, Maryland, US",United States,Maryland,Allegany,US,USA,24001,39.62357628,-78.69280486,70416
"Ottawa, Oklahoma, US",United States,Oklahoma,Ottawa,US,USA,40115,36.83532655,-94.81011909,31127
"Audubon, Iowa, US",United States,Iowa,Audubon,US,USA,19009,41.6844628,-94.90581859,5496
"Red River, Louisiana, US",United States,Louisiana,Red River,US,USA,22081,32.09530039,-93.34213308,8442
"Lewis, Kentucky, US",United States,Kentucky,Lewis,US,USA,21135,38.53184419,-83.37735618,13275
"Lake, Oregon, US",United States,Oregon,Lake,US,USA,41037,42.79246693,-120.3850163,7869
"Glades, Florida, US",United States,Florida,Glades,US,USA,12043,26.95635849,-81.18996211,13811
"Washington, Wisconsin, US",United States,Wisconsin,Washington,US,USA,55131,43.36863664,-88.22974712,136034
"Fulton, Arkansas, US",United States,Arkansas,Fulton,US,USA,5049,36.38177105,-91.81729127,12477
"Benton, Arkansas, US",United States,Arkansas,Benton,US,USA,5007,36.33644656,-94.25680817,279141
"Jefferson, Oklahoma, US",United States,Oklahoma,Jefferson,US,USA,40067,34.11130184,-97.83182974,6002
"Dakota, Minnesota, US",United States,Minnesota,Dakota,US,USA,27037,44.67172617,-93.06299363,429021
"Fall River, South Dakota, US",United States,South Dakota,Fall River,US,USA,46047,43.23929297,-103.5275691,6713
"Wapello, Iowa, US",United States,Iowa,Wapello,US,USA,19179,41.03064984,-92.40954728,34969
"Valencia, New Mexico, US",United States,New Mexico,Valencia,US,USA,35061,34.71669834,-106.8103733,76688
"Garden, Nebraska, US",United States,Nebraska,Garden,US,USA,31069,41.61703149,-102.3313973,1837
"Spokane, Washington, US",United States,Washington,Spokane,US,USA,53063,47.62113146,-117.4046494,522798
"Taos, New Mexico, US",United States,New Mexico,Taos,US,USA,35055,36.58006022,-105.6310198,32723
"Trinity, California, US",United States,California,Trinity,US,USA,6105,40.6491767,-123.114713,12285
"Saguache, Colorado, US",United States,Colorado,Saguache,US,USA,8109,38.08054629,-106.282466,6824
"Nassau, Florida, US",United States,Florida,Nassau,US,USA,12089,30.61037141,-81.80297522,88625
"Assumption, Louisiana, US",United States,Louisiana,Assumption,US,USA,22007,29.89946234,-91.06461642,21891
"Auglaize, Ohio, US",United States,Ohio,Auglaize,US,USA,39011,40.55998859,-84.2242143,45656
"Tuscola, Michigan, US",United States,Michigan,Tuscola,US,USA,26157,43.46606813,-83.41897025,52245
"Randolph, West Virginia, US",United States,West Virginia,Randolph,US,USA,54083,38.769899,-79.87919615,28695
"Monroe, Tennessee, US",United States,Tennessee,Monroe,US,USA,47123,35.44550387,-84.24902965,46545
"Pleasants, West Virginia, US",United States,West Virginia,Pleasants,US,USA,54073,39.37091679,-81.16771771,7460
"Washington, Texas, US",United States,Texas,Washington,US,USA,48477,30.21498498,-96.40946246,35882
"Orangeburg, South Carolina, US",United States,South Carolina,Orangeburg,US,USA,45075,33.4391073,-80.79886287,86175
"Kenai Peninsula, Alaska, US",United States,Alaska,Kenai Peninsula,US,USA,2122,60.24429722,-151.5388884,58708
"Kleberg, Texas, US",United States,Texas,Kleberg,US,USA,48273,27.42435506,-97.69894948,30680
"Henry, Iowa, US",United States,Iowa,Henry,US,USA,19087,40.98767962,-91.54436349,19954
"Yell, Arkansas, US",United States,Arkansas,Yell,US,USA,5149,35.00292371,-93.41171338,21341
"Kenedy, Texas, US",United States,Texas,Kenedy,US,USA,48261,26.92601662,-97.66413984,404
"Denton, Texas, US",United States,Texas,Denton,US,USA,48121,33.20521901,-97.11691153,887207
"Austin, Texas, US",United States,Texas,Austin,US,USA,48015,29.88548725,-96.27736949,30032
"Perry, Mississippi, US",United States,Mississippi,Perry,US,USA,28111,31.17161885,-88.99281835,11973
"Cassia, Idaho, US",United States,Idaho,Cassia,US,USA,16031,42.28347888,-113.6012409,24030
"Ulster, New York, US",United States,New York,Ulster,US,USA,36111,41.89027881,-74.26252104,177573
"Aitkin, Minnesota, US",United States,Minnesota,Aitkin,US,USA,27001,46.60962049,-93.4116826,15886
"Pike, Mississippi, US",United States,Mississippi,Pike,US,USA,28113,31.17507789,-90.40392572,39288
"Sargent, North Dakota, US",United States,North Dakota,Sargent,US,USA,38081,46.10830372,-97.63217159,3898
"Graham, Arizona, US",United States,Arizona,Graham,US,USA,4009,32.93166885,-109.8882178,38837
"Tallapoosa, Alabama, US",United States,Alabama,Tallapoosa,US,USA,1123,32.86698258,-85.79833053,40367
"El Paso, Colorado, US",United States,Colorado,El Paso,US,USA,8041,38.83240149,-104.5251411,720403
"Wasco, Oregon, US",United States,Oregon,Wasco,US,USA,41065,45.16292781,-121.1670954,26682
"Jones, North Carolina, US",United States,North Carolina,Jones,US,USA,37103,35.02254606,-77.35870791,9419
"Gallatin, Montana, US",United States,Montana,Gallatin,US,USA,30031,45.54486106,-111.1692571,114434
"Seward, Kansas, US",United States,Kansas,Seward,US,USA,20175,37.19324632,-100.8507201,21428
"Coryell, Texas, US",United States,Texas,Coryell,US,USA,48099,31.39078397,-97.79936155,75951
"Lawrence, Pennsylvania, US",United States,Pennsylvania,Lawrence,US,USA,42073,40.99206278,-80.33393706,85512
"Sharkey, Mississippi, US",United States,Mississippi,Sharkey,US,USA,28125,32.88149103,-90.8159538,4321
"Fayette, Kentucky, US",United States,Kentucky,Fayette,US,USA,21067,38.0368225,-84.45576892,323152
"Union, Pennsylvania, US",United States,Pennsylvania,Union,US,USA,42119,40.96188846,-77.05996014,44923
"Penobscot, Maine, US",United States,Maine,Penobscot,US,USA,23019,45.40194593,-68.65020455,152148
"Lancaster, Pennsylvania, US",United States,Pennsylvania,Lancaster,US,USA,42071,40.03904563,-76.24770128,545724
"Colonial Heights, Virginia, US",United States,Virginia,Colonial Heights,US,USA,51570,37.26420587,-77.39609676,17370
"Manitowoc, Wisconsin, US",United States,Wisconsin,Manitowoc,US,USA,55071,44.11946801,-87.80928853,78981
"Okmulgee, Oklahoma, US",United States,Oklahoma,Okmulgee,US,USA,40111,35.64661916,-95.96432828,38465
"Trempealeau, Wisconsin, US",United States,Wisconsin,Trempealeau,US,USA,55121,44.30360275,-91.35893614,29649
"Lincoln, Maine, US",United States,Maine,Lincoln,US,USA,23015,44.05996956,-69.54227124,34634
"Meigs, Ohio, US",United States,Ohio,Meigs,US,USA,39105,39.09224872,-82.0305041,22907
"Southwest Utah, Utah, US",United States,Utah,Southwest Utah,US,USA,,37.85447192,-111.4418764,252042
"Robertson, Texas, US",United States,Texas,Robertson,US,USA,48395,31.02539637,-96.51272246,17074
"Graham, Kansas, US",United States,Kansas,Graham,US,USA,20065,39.34987223,-99.88332493,2482
"Yalobusha, Mississippi, US",United States,Mississippi,Yalobusha,US,USA,28161,34.02824175,-89.7076205,12108
"Bergen, New Jersey, US",United States,New Jersey,Bergen,US,USA,34003,40.96010917,-74.07164325,932202
"Lincoln, Wyoming, US",United States,Wyoming,Lincoln,US,USA,56023,42.26376367,-110.6563997,19830
"Richland, Wisconsin, US",United States,Wisconsin,Richland,US,USA,55103,43.3762778,-90.43012729,17252
"Lucas, Iowa, US",United States,Iowa,Lucas,US,USA,19117,41.02958964,-93.32780803,8600
"Tate, Mississippi, US",United States,Mississippi,Tate,US,USA,28137,34.65133709,-89.94485778,28321
"Calcasieu, Louisiana, US",United States,Louisiana,Calcasieu,US,USA,22019,30.22931235,-93.35400434,203436
"Clay, Indiana, US",United States,Indiana,Clay,US,USA,18021,39.39561833,-87.11723506,26225
"Clay, Florida, US",United States,Florida,Clay,US,USA,12019,29.98319144,-81.85609986,219252
"Georgetown, South Carolina, US",United States,South Carolina,Georgetown,US,USA,45043,33.43443342,-79.33202141,62680
"Mecosta, Michigan, US",United States,Michigan,Mecosta,US,USA,26107,43.64064262,-85.32463223,43453
"Bee, Texas, US",United States,Texas,Bee,US,USA,48025,28.41761668,-97.74215593,32565
"Simpson, Kentucky, US",United States,Kentucky,Simpson,US,USA,21213,36.74058474,-86.58047435,18572
"Buckingham, Virginia, US",United States,Virginia,Buckingham,US,USA,51029,37.57242268,-78.52518834,17148
"Page, Iowa, US",United States,Iowa,Page,US,USA,19145,40.7393172,-95.1497813,15107
"Wrangell, Alaska, US",United States,Alaska,Wrangell,US,USA,2275,56.3202004,-132.0583731,2502
"Benton, Iowa, US",United States,Iowa,Benton,US,USA,19011,42.08011739,-92.06463573,25645
"Pamlico, North Carolina, US",United States,North Carolina,Pamlico,US,USA,37137,35.15253315,-76.66559823,12726
"Broome, New York, US",United States,New York,Broome,US,USA,36007,42.15903158,-75.81326086,190488
"Lewis, Tennessee, US",United States,Tennessee,Lewis,US,USA,47101,35.52853208,-87.49022694,12268
"Nye, Nevada, US",United States,Nevada,Nye,US,USA,32023,38.04264256,-116.4722702,46523
"Owsley, Kentucky, US",United States,Kentucky,Owsley,US,USA,21189,37.42823949,-83.68811419,4415
"Wicomico, Maryland, US",United States,Maryland,Wicomico,US,USA,24045,38.37301947,-75.62705831,103609
"Lamb, Texas, US",United States,Texas,Lamb,US,USA,48279,34.06859623,-102.3516289,12893
"De Witt, Illinois, US",United States,Illinois,De Witt,US,USA,17039,40.17514519,-88.90959682,15638
"Clarke, Georgia, US",United States,Georgia,Clarke,US,USA,13059,33.95436462,-83.37124007,128331
"Hancock, Iowa, US",United States,Iowa,Hancock,US,USA,19081,43.08178477,-93.73454884,10630
"Pecos, Texas, US",United States,Texas,Pecos,US,USA,48371,30.78097267,-102.7241261,15823
"Jefferson, Ohio, US",United States,Ohio,Jefferson,US,USA,39081,40.38614126,-80.76259514,65325
"Osborne, Kansas, US",United States,Kansas,Osborne,US,USA,20141,39.3503437,-98.76753828,3421
"Weber, Utah, US",United States,Utah,Weber,US,USA,49057,41.27116049,-111.9145117,260213
"Henrico, Virginia, US",United States,Virginia,Henrico,US,USA,51087,37.53460572,-77.39326555,330818
"Addison, Vermont, US",United States,Vermont,Addison,US,USA,50001,44.03217337,-73.14130877,36777
"Cooke, Texas, US",United States,Texas,Cooke,US,USA,48097,33.63979567,-97.21240912,41257
"Hamilton, Indiana, US",United States,Indiana,Hamilton,US,USA,18057,40.07306535,-86.05244729,338011
"Grant, Wisconsin, US",United States,Wisconsin,Grant,US,USA,55043,42.8671731,-90.7063218,51439
"Zapata, Texas, US",United States,Texas,Zapata,US,USA,48505,27.00156391,-99.16987152,14179
"Floyd, Georgia, US",United States,Georgia,Floyd,US,USA,13115,34.26268279,-85.21577392,98498
"Mower, Minnesota, US",United States,Minnesota,Mower,US,USA,27099,43.67142874,-92.75234549,40062
"Frontier, Nebraska, US",United States,Nebraska,Frontier,US,USA,31063,40.52993007,-100.3924658,2627
"Leelanau, Michigan, US",United States,Michigan,Leelanau,US,USA,26089,44.94430054,-85.80150326,21761
"McCook, South Dakota, US",United States,South Dakota,McCook,US,USA,46087,43.6742571,-97.36863144,5586
"Hickman, Tennessee, US",United States,Tennessee,Hickman,US,USA,47081,35.80609681,-87.47643507,25178
"Fairfax City, Virginia, US",United States,Virginia,Fairfax City,US,USA,51600,38.85157547,-77.2977964,24019
"Wasatch, Utah, US",United States,Utah,Wasatch,US,USA,49051,40.33110236,-111.1691419,34091
"Logan, Kansas, US",United States,Kansas,Logan,US,USA,20109,38.91735806,-101.148475,2794
"St. John the Baptist, Louisiana, US",United States,Louisiana,St. John the Baptist,US,USA,22095,30.12597499,-90.4753503,42837
"Colleton, South Carolina, US",United States,South Carolina,Colleton,US,USA,45029,32.87582989,-80.67641292,37677
"Washington, Arkansas, US",United States,Arkansas,Washington,US,USA,5143,35.976844,-94.21800746,239187
"Louisa, Virginia, US",United States,Virginia,Louisa,US,USA,51109,37.97850256,-77.96274807,37591
"Spencer, Indiana, US",United States,Indiana,Spencer,US,USA,18147,38.01519732,-87.0079644,20277
"Cottonwood, Minnesota, US",United States,Minnesota,Cottonwood,US,USA,27033,44.00715262,-95.18138802,11196
"Emanuel, Georgia, US",United States,Georgia,Emanuel,US,USA,13107,32.59221302,-82.30239915,22646
"Real, Texas, US",United States,Texas,Real,US,USA,48385,29.83321503,-99.82018052,3452
"Hawkins, Tennessee, US",United States,Tennessee,Hawkins,US,USA,47073,36.44355426,-82.94885298,56786
"Tarrant, Texas, US",United States,Texas,Tarrant,US,USA,48439,32.77143818,-97.29101614,2102515
"Garfield, Washington, US",United States,Washington,Garfield,US,USA,53023,46.43197502,-117.5454032,2225
"Middlesex, New Jersey, US",United States,New Jersey,Middlesex,US,USA,34023,40.43629879,-74.41426991,825062
"Torrance, New Mexico, US",United States,New Mexico,Torrance,US,USA,35057,34.64048375,-105.8508949,15461
"Renville, Minnesota, US",United States,Minnesota,Renville,US,USA,27129,44.72836381,-94.94553734,14548
"Howard, Texas, US",United States,Texas,Howard,US,USA,48227,32.30621324,-101.4356444,36664
"Wilkin, Minnesota, US",United States,Minnesota,Wilkin,US,USA,27167,46.35721532,-96.4684375,6207
"Piscataquis, Maine, US",United States,Maine,Piscataquis,US,USA,23021,45.83839062,-69.2860223,16785
"Conejos, Colorado, US",United States,Colorado,Conejos,US,USA,8021,37.201606,-106.1917488,8205
"Griggs, North Dakota, US",United States,North Dakota,Griggs,US,USA,38039,47.45785838,-98.23850925,2231
"Gloucester, New Jersey, US",United States,New Jersey,Gloucester,US,USA,34015,39.71581067,-75.13995546,291636
"Duval, Texas, US",United States,Texas,Duval,US,USA,48131,27.68184592,-98.50864568,11157
"Holmes, Florida, US",United States,Florida,Holmes,US,USA,12059,30.86747479,-85.81319222,19617
"Harper, Oklahoma, US",United States,Oklahoma,Harper,US,USA,40059,36.78836519,-99.6679804,3688
"Modoc, California, US",United States,California,Modoc,US,USA,6049,41.58965602,-120.7244817,8841
"Sheridan, Nebraska, US",United States,Nebraska,Sheridan,US,USA,31161,42.50284406,-102.4126613,5246
"McPherson, South Dakota, US",United States,South Dakota,McPherson,US,USA,46089,45.76626028,-99.22118798,2379
"Mahaska, Iowa, US",United States,Iowa,Mahaska,US,USA,19123,41.33521503,-92.64083907,22095
"Sussex, Virginia, US",United States,Virginia,Sussex,US,USA,51183,36.92432914,-77.25791182,11159
"Sheridan, Kansas, US",United States,Kansas,Sheridan,US,USA,20179,39.35018161,-100.4418259,2521
"Roberts, South Dakota, US",United States,South Dakota,Roberts,US,USA,46109,45.62975048,-96.94672673,10394
"Morrow, Ohio, US",United States,Ohio,Morrow,US,USA,39117,40.5236356,-82.7892599,35328
"Dickinson, Iowa, US",United States,Iowa,Dickinson,US,USA,19059,43.37787725,-95.1510206,17258
"Shoshone, Idaho, US",United States,Idaho,Shoshone,US,USA,16079,47.35364087,-115.8916749,12882
"Jefferson, Colorado, US",United States,Colorado,Jefferson,US,USA,8059,39.58635604,-105.2517692,582881
"Yamhill, Oregon, US",United States,Oregon,Yamhill,US,USA,41071,45.23330449,-123.3086963,107100
"Davidson, North Carolina, US",United States,North Carolina,Davidson,US,USA,37057,35.79115496,-80.21256572,167609
"Wayne, Ohio, US",United States,Ohio,Wayne,US,USA,39169,40.82925852,-81.88844833,115710
"Carver, Minnesota, US",United States,Minnesota,Carver,US,USA,27019,44.82017001,-93.8009918,105089
"Washington, Iowa, US",United States,Iowa,Washington,US,USA,19183,41.33577126,-91.71725711,21965
"Reynolds, Missouri, US",United States,Missouri,Reynolds,US,USA,29179,37.36085952,-90.97009925,6270
"Kalawao, Hawaii, US",United States,Hawaii,Kalawao,US,USA,15005,21.17882515,-156.9583592,86
"Danville, Virginia, US",United States,Virginia,Danville,US,USA,51590,36.58022376,-79.40395668,40044
"Clarke, Mississippi, US",United States,Mississippi,Clarke,US,USA,28023,32.04158545,-88.6889622,15541
"Rockcastle, Kentucky, US",United States,Kentucky,Rockcastle,US,USA,21203,37.36642393,-84.31176452,16695
"Warrick, Indiana, US",United States,Indiana,Warrick,US,USA,18173,38.08922676,-87.2716085,62998
"Rockingham, New Hampshire, US",United States,New Hampshire,Rockingham,US,USA,33015,42.98499744,-71.12883377,309769
"Hubbard, Minnesota, US",United States,Minnesota,Hubbard,US,USA,27057,47.10778564,-94.91693868,21491
"Chattooga, Georgia, US",United States,Georgia,Chattooga,US,USA,13055,34.47197698,-85.34535662,24789
"DeSoto, Florida, US",United States,Florida,DeSoto,US,USA,12027,27.18677893,-81.80941373,38001
"Montgomery, Alabama, US",United States,Alabama,Montgomery,US,USA,1101,32.2206831,-86.20969272,226486
"Powell, Montana, US",United States,Montana,Powell,US,USA,30077,46.85538891,-112.9359164,6890
"McDowell, North Carolina, US",United States,North Carolina,McDowell,US,USA,37111,35.67736232,-82.0482425,45756
"Sabine, Louisiana, US",United States,Louisiana,Sabine,US,USA,22085,31.56388699,-93.55433981,23884
"Le Flore, Oklahoma, US",United States,Oklahoma,Le Flore,US,USA,40079,34.89851864,-94.70392124,49853
"Brunswick, Virginia, US",United States,Virginia,Brunswick,US,USA,51025,36.76366949,-77.8593436,16231
"Slope, North Dakota, US",United States,North Dakota,Slope,US,USA,38087,46.44737738,-103.4601547,750
"Wood, Texas, US",United States,Texas,Wood,US,USA,48499,32.78722382,-95.38236368,45539
"Montour, Pennsylvania, US",United States,Pennsylvania,Montour,US,USA,42093,41.03023987,-76.66345939,18230
"Archuleta, Colorado, US",United States,Colorado,Archuleta,US,USA,8007,37.19474156,-107.0476867,14029
"Crawford, Indiana, US",United States,Indiana,Crawford,US,USA,18025,38.28814402,-86.44518825,10577
"Northumberland, Pennsylvania, US",United States,Pennsylvania,Northumberland,US,USA,42097,40.84785433,-76.70798222,90843
"Tippecanoe, Indiana, US",United States,Indiana,Tippecanoe,US,USA,18157,40.38872739,-86.89413959,195732
"Rawlins, Kansas, US",United States,Kansas,Rawlins,US,USA,20153,39.78525843,-101.0761617,2530
"Newton, Mississippi, US",United States,Mississippi,Newton,US,USA,28101,32.40021118,-89.11843336,21018
"Coles, Illinois, US",United States,Illinois,Coles,US,USA,17029,39.51949084,-88.22358557,50621
"Mills, Texas, US",United States,Texas,Mills,US,USA,48333,31.49557106,-98.59272068,4873
"Barber, Kansas, US",United States,Kansas,Barber,US,USA,20007,37.2288586,-98.68460053,4427
"Robertson, Tennessee, US",United States,Tennessee,Robertson,US,USA,47147,36.52454807,-86.87346725,71813
"Waupaca, Wisconsin, US",United States,Wisconsin,Waupaca,US,USA,55135,44.47068056,-88.96534501,50990
"Franklin, Missouri, US",United States,Missouri,Franklin,US,USA,29071,38.41127108,-91.07522826,103967
"Barnwell, South Carolina, US",United States,South Carolina,Barnwell,US,USA,45011,33.26679302,-81.43584352,20866
"St. Mary's, Maryland, US",United States,Maryland,St. Mary's,US,USA,24037,38.30058422,-76.6062928,113510
"Cowlitz, Washington, US",United States,Washington,Cowlitz,US,USA,53015,46.19074721,-122.6782231,110593
"Sevier, Tennessee, US",United States,Tennessee,Sevier,US,USA,47155,35.78077323,-83.52244332,98250
"Culpeper, Virginia, US",United States,Virginia,Culpeper,US,USA,51047,38.48199985,-77.9563087,52605
"Fleming, Kentucky, US",United States,Kentucky,Fleming,US,USA,21069,38.36758311,-83.69657514,14581
"Tama, Iowa, US",United States,Iowa,Tama,US,USA,19171,42.07991767,-92.53266945,16854
"Live Oak, Texas, US",United States,Texas,Live Oak,US,USA,48297,28.35101362,-98.1246786,12207
"Brooks, Georgia, US",United States,Georgia,Brooks,US,USA,13027,30.83922642,-83.58303423,15457
"Portage, Ohio, US",United States,Ohio,Portage,US,USA,39133,41.16793482,-81.19735782,162466
"Benewah, Idaho, US",United States,Idaho,Benewah,US,USA,16009,47.21754179,-116.6586851,9298
"Langlade, Wisconsin, US",United States,Wisconsin,Langlade,US,USA,55067,45.26271619,-89.07483625,19189
"Prowers, Colorado, US",United States,Colorado,Prowers,US,USA,8099,37.95544985,-102.3926052,12172
"Monroe, Mississippi, US",United States,Mississippi,Monroe,US,USA,28095,33.89236763,-88.4808438,35252
"Jones, South Dakota, US",United States,South Dakota,Jones,US,USA,46075,43.96278565,-100.6940008,903
"Broward, Florida, US",United States,Florida,Broward,US,USA,12011,26.15184651,-80.48725556,1952778
"Costilla, Colorado, US",United States,Colorado,Costilla,US,USA,8023,37.27732493,-105.4276548,3887
"Beaver, Pennsylvania, US",United States,Pennsylvania,Beaver,US,USA,42007,40.6825484,-80.34921611,163929
"Virgin Islands, US",United States,Virgin Islands,,VI,VIR,78,18.3358,-64.8963,107268
"Bradley, Arkansas, US",United States,Arkansas,Bradley,US,USA,5011,33.46755808,-92.15980837,10763
"Franklin, Texas, US",United States,Texas,Franklin,US,USA,48159,33.17653242,-95.21917243,10725
"Oxford, Maine, US",United States,Maine,Oxford,US,USA,23017,44.49952995,-70.75682123,57975
"De Baca, New Mexico, US",United States,New Mexico,De Baca,US,USA,35011,34.34274529,-104.4117842,1748
"Okaloosa, Florida, US",United States,Florida,Okaloosa,US,USA,12091,30.69143028,-86.59267105,210738
"Lampasas, Texas, US",United States,Texas,Lampasas,US,USA,48281,31.19531316,-98.24206613,21428
"Harrison, Texas, US",United States,Texas,Harrison,US,USA,48203,32.54935988,-94.36934071,66553
"Jasper, Iowa, US",United States,Iowa,Jasper,US,USA,19099,41.68576082,-93.05567785,37185
"Roberts, Texas, US",United States,Texas,Roberts,US,USA,48393,35.83809685,-100.813175,854
"Alexandria, Virginia, US",United States,Virginia,Alexandria,US,USA,51510,38.814003,-77.08183073,159428
"Warren, Mississippi, US",United States,Mississippi,Warren,US,USA,28149,32.35810271,-90.83352619,45381
"Harvey, Kansas, US",United States,Kansas,Harvey,US,USA,20079,38.04293782,-97.42747573,34429
"Rankin, Mississippi, US",United States,Mississippi,Rankin,US,USA,28121,32.26469147,-89.94537876,155271
"Baca, Colorado, US",United States,Colorado,Baca,US,USA,8009,37.31940883,-102.5603223,3581
"Livingston, Illinois, US",United States,Illinois,Livingston,US,USA,17105,40.89188292,-88.55784752,35648
"Madison, Iowa, US",United States,Iowa,Madison,US,USA,19121,41.33081904,-94.01554631,16338
"Converse, Wyoming, US",United States,Wyoming,Converse,US,USA,56009,42.97272268,-105.5081848,13822
"Lafayette, Wisconsin, US",United States,Wisconsin,Lafayette,US,USA,55065,42.66005229,-90.1317729,16665
"Carbon, Wyoming, US",United States,Wyoming,Carbon,US,USA,56007,41.69357844,-106.9326084,14800
"Rabun, Georgia, US",United States,Georgia,Rabun,US,USA,13241,34.88389445,-83.40304637,17137
"Madison, Ohio, US",United States,Ohio,Madison,US,USA,39097,39.89381073,-83.40178317,44731
"Columbia, Pennsylvania, US",United States,Pennsylvania,Columbia,US,USA,42037,41.04821986,-76.40565017,64964
"Gonzales, Texas, US",United States,Texas,Gonzales,US,USA,48177,29.45634206,-97.49424032,20837
"Hancock, Indiana, US",United States,Indiana,Hancock,US,USA,18059,39.82304555,-85.77566351,78168
"Perry, Kentucky, US",United States,Kentucky,Perry,US,USA,21193,37.25023553,-83.22922731,25758
"Lincoln, Tennessee, US",United States,Tennessee,Lincoln,US,USA,47103,35.13738622,-86.58910106,34366
"Rappahannock, Virginia, US",United States,Virginia,Rappahannock,US,USA,51157,38.68295619,-78.15826963,7370
"Overton, Tennessee, US",United States,Tennessee,Overton,US,USA,47133,36.34117832,-85.28989535,22241
"Juneau, Wisconsin, US",United States,Wisconsin,Juneau,US,USA,55057,43.92456975,-90.11120239,26687
"Transylvania, North Carolina, US",United States,North Carolina,Transylvania,US,USA,37175,35.20383864,-82.79638423,34385
"Karnes, Texas, US",United States,Texas,Karnes,US,USA,48255,28.90705334,-97.85960149,15601
"Rice, Minnesota, US",United States,Minnesota,Rice,US,USA,27131,44.3543376,-93.29658715,66972
"Hopewell, Virginia, US",United States,Virginia,Hopewell,US,USA,51670,37.29186313,-77.29754684,22529
